Kanji	Reading	Uncommon reading?	Variation of	Example	POS of example
実	み			実	
実	み			実入り	
実	みの.る			実る	
実	みの.る			実り	
芝	しば			芝	
芝	しば			芝居	
写	シャ			写真	
写	シャ			描写	
写	シャ			映写	
写	うつ.す			写す	
写	うつ.す			写し	
写	うつ.る			写る	
写	うつ.る			写り	
社	シャ			社会	
社	シャ			会社	
社	シャ			神社	
社	やしろ			社	
車	シャ			車輪	
車	シャ			車庫	
車	シャ			電車	
車	くるま			車	
車	くるま			歯車	
舎	シャ			舎監	
舎	シャ			校舎	
舎	シャ			寄宿舎	
者	シャ			医者	
者	シャ			前者	
者	シャ			第三者	
者	もの			者	
者	もの			若者	
射	シャ			射撃	
射	シャ			発射	
射	シャ			日射病	
射	い.る			射る	
捨	シャ			捨象	
捨	シャ			取捨	
捨	シャ			喜捨	
捨	す.てる			捨てる	
捨	す.てる			捨て子	
赦	シャ			赦免	
赦	シャ			大赦	
赦	シャ			恩赦	
斜	シャ			斜面	
斜	シャ			斜線	
斜	シャ			傾斜	
斜	なな.め			斜め	
煮	シャ			煮沸	
煮	に.る			煮る	
煮	に.る			雑煮	
煮	に.える			煮える	
煮	に.える			生煮え	
煮	に.やす			業を煮やす	
遮	シャ			遮断	
遮	さえぎ.る			遮る	
謝	シャ			謝絶	
謝	シャ			感謝	
謝	シャ			陳謝	
謝	あやま.る			謝る	
謝	あやま.る			平謝り	
邪	ジャ			邪悪	
邪	ジャ			邪推	
邪	ジャ			正邪	
蛇	ジャ			蛇の目	
蛇	ジャ			蛇腹	
蛇	ジャ			大蛇	
蛇	ダ			蛇行	
蛇	ダ			蛇足	
蛇	ダ			長蛇	
蛇	へび			蛇	
尺	シャク			尺度	
尺	シャク			尺貫法	
借	シャク			借用	
借	シャク			借金	
借	シャク			貸借	
借	か.りる			借りる	
借	か.りる			借り	
酌	シャク			酌量	
酌	シャク			晩酌	
酌	く.む			酌む	
酌	く.む			酌み交わす	
釈	シャク			釈明	
釈	シャク			釈放	
釈	シャク			解釈	
爵	シャク			爵位	
若	ジャク			若年	
若	ジャク			若干	
若	ジャク			自若	
若	ニャク	Y		老若	
若	わか.い			若い	
若	わか.い			若者	
若	わか.い			若々しい	
若	も.しくは			若しくは	
弱	ジャク			弱点	
弱	ジャク			弱小	
弱	ジャク			強弱	
弱	よわ.い			弱い	
弱	よわ.い			弱虫	
弱	よわ.い			足弱	
弱	よわ.る			弱る	
弱	よわ.まる			弱まる	
弱	よわ.める			弱める	
寂	ジャク			寂滅	
寂	ジャク			静寂	
寂	ジャク			閑寂	
寂	セキ	Y		寂然	
寂	セキ	Y		寂として	
寂	さび			寂	
寂	さび.しい			寂しい	
寂	さび.しい			寂しがる	
寂	さび.れる			寂れる	
手	シュ			手腕	
手	シュ			挙手	
手	シュ			選手	
手	て			手	
手	て			手柄	
手	て			素手	
手	た	Y		手綱	
手	た	Y		手繰る	
主	シュ			主人	
主	シュ			主権	
主	シュ			施主	
主	ス	Y		法主	
主	ス	Y		坊主	
主	ぬし			主	
主	ぬし			地主	
主	おも			主な人々	
守	シュ			守備	
守	シュ			保守	
守	シュ			攻守	
守	ス	Y		留守	
守	まも.る			守る	
守	まも.る			守り	
守	も.り			お守り	
守	も.り			子守	
守	も.り			灯台守	
朱	シュ			朱肉	
朱	シュ			朱筆	
朱	シュ			朱塗り	
取	シュ			取捨	
取	シュ			取材	
取	シュ			聴取	
取	と.る			取る	
狩	シュ			狩猟	
狩	か.る			狩る	
狩	か.る			狩り込み	
狩	か.り			狩り	
狩	か.り			ぶどう狩り	
首	シュ			首尾	
首	シュ			首席	
首	シュ			自首	
首	くび			首	
首	くび			首飾り	
殊	シュ			殊勝	
殊	シュ			殊勲	
殊	シュ			特殊	
殊	こと			殊に	
殊	こと			殊の外	
殊	こと			殊更	
珠	シュ			珠玉	
珠	シュ			珠算	
珠	シュ			真珠	
酒	シュ			酒宴	
酒	シュ			飲酒	
酒	シュ			洋酒	
酒	さけ			酒	
酒	さけ			酒好き	
酒	さけ			甘酒	
酒	さか	Y		酒屋	
酒	さか	Y		酒場	
酒	さか	Y		酒盛り	
腫	シュ			腫瘍	
腫	は.れる			腫れる	
腫	は.れる			腫れ	
腫	は.らす			腫らす	
種	シュ			種類	
種	シュ			人種	
種	シュ			品種	
種	たね			種	
種	たね			菜種	
種	たね			一粒種	
趣	シュ			趣向	
趣	シュ			趣味	
趣	シュ			興趣	
趣	おもむき			趣	
寿	ジュ			寿命	
寿	ジュ			長寿	
寿	ジュ			米寿	
寿	ことぶき			寿	
受	ジュ			受諾	
受	ジュ			受験	
受	ジュ			甘受	
受	うけ.る			受付	
受	う.ける			受ける	
受	う.かる			受かる	
呪	ジュ			呪縛	
呪	ジュ			呪文	
呪	のろ.う			呪う	
授	ジュ			授与	
授	ジュ			伝授	
授	ジュ			教授	
授	さず.ける			授ける	
授	さず.かる			授かる	
需	ジュ			需要	
需	ジュ			需給	
需	ジュ			必需品	
儒	ジュ			儒学	
儒	ジュ			儒教	
儒	ジュ			儒者	
樹	ジュ			樹木	
樹	ジュ			樹立	
樹	ジュ			街路樹	
収	シュウ			収穫	
収	シュウ			収入	
収	シュウ			回収	
収	おさ.める			収める	
収	おさ.まる			収まる	
囚	シュウ			囚人	
囚	シュウ			死刑囚	
州	シュウ			州議会	
州	シュウ			六大州	
州	す			州	
州	す			中州	
州	す			三角州	
舟	シュウ			舟運	
舟	シュウ			舟艇	
舟	シュウ			舟航	
舟	ふね			舟	
舟	ふね			小舟	
舟	ふね			渡し舟	
舟	ふな	Y		舟遊び	
舟	ふな	Y		舟宿	
舟	ふな	Y		舟歌	
秀	シュウ			秀逸	
秀	シュウ			秀才	
秀	シュウ			優秀	
秀	ひい.でる			秀でる	
周	シュウ			周知	
周	シュウ			周囲	
周	シュウ			円周	
周	まわ.り			周り	
宗	シュウ			宗教	
宗	シュウ			宗派	
宗	シュウ			改宗	
宗	ソウ			宗家	
宗	ソウ			宗匠	
拾	シュウ			拾得	
拾	シュウ			収拾	
拾	ジュウ			拾万円	
拾	ひろ.う			拾う	
拾	ひろ.う			拾い物	
秋	シュウ			秋季	
秋	シュウ			秋分	
秋	シュウ			晩秋	
秋	あき			秋	
臭	シュウ			臭気	
臭	シュウ			悪臭	
臭	シュウ			俗臭	
臭	くさ.い			臭い	
臭	くさ.い			臭み	
臭	くさ.い			臭さ	
臭	にお.う			臭う	
臭	にお.う			臭い	
修	シュウ			修飾	
修	シュウ			修養	
修	シュウ			改修	
修	シュ	Y		修行	
修	おさ.める			修める	
修	おさ.まる			修まる	
袖	シュウ			領袖	
袖	そで			袖	
袖	そで			半袖	
終	シュウ			終了	
終	シュウ			終日	
終	シュウ			最終	
終	お.わる			終わる	
終	お.わる			終わり	
終	お.える			終える	
羞	シュウ			羞恥心	
習	シュウ			習得	
習	シュウ			習慣	
習	シュウ			練習	
習	なら.う			習う	
習	なら.う			手習い	
週	シュウ			週刊	
週	シュウ			週末	
週	シュウ			毎週	
就	シュウ			就任	
就	シュウ			就寝	
就	シュウ			去就	
就	ジュ	Y		成就	
就	つ.く			就く	
就	つ.ける			就ける	
衆	シュウ			衆寡	
衆	シュウ			民衆	
衆	シュウ			聴衆	
衆	シュ	Y		衆生	
集	シュウ			集合	
集	シュウ			集結	
集	シュウ			全集	
集	あつ.まる			集まる	
集	あつ.まる			集まり	
集	あつ.める			集める	
集	あつ.める			人集め	
集	つど.う			集う	
集	つど.う			集い	
愁	シュウ			愁傷	
愁	シュウ			哀愁	
愁	シュウ			憂愁	
愁	うれ.える			愁える	
愁	うれ.い			愁い	
酬	シュウ			報酬	
酬	シュウ			応酬	
醜	シュウ			醜悪	
醜	シュウ			醜態	
醜	シュウ			美醜	
醜	みにく.い			醜い	
醜	みにく.い			醜さ	
蹴	シュウ			一蹴	
蹴	け.る			蹴る	
蹴	け.る			蹴散らす	
襲	シュウ			襲撃	
襲	シュウ			襲名	
襲	シュウ			世襲	
襲	おそ.う			襲う	
十	ジュウ			十字架	
十	ジュウ			十文字	
十	ジッ			十回	
十	とお			十	
十	とお			十日	
十	と			十色	
十	と			十重	
汁	ジュウ			果汁	
汁	ジュウ			墨汁	
汁	しる			汁	
汁	しる			汁粉	
充	ジュウ			充実	
充	ジュウ			充電	
充	ジュウ			補充	
充	あ.てる			充てる	
住	ジュウ			住所	
住	ジュウ			安住	
住	ジュウ			衣食住	
住	す.む			住む	
住	す.まう			住まう	
住	す.まう			住まい	
柔	ジュウ			柔軟	
柔	ジュウ			柔道	
柔	ジュウ			懐柔	
柔	ニュウ			柔和	
柔	ニュウ			柔弱	
柔	やわ.らか			柔らかだ	
柔	やわ.らかい			柔らかい	
重	ジュウ			重量	
重	ジュウ			重大	
重	ジュウ			二重	
重	チョウ			重畳	
重	チョウ			慎重	
重	チョウ			貴重	
重	え			一重	
重	え			八重桜	
重	おも.い			重い	
重	おも.い			重たい	
重	かさ.ねる			重ねる	
重	かさ.ねる			重ね着	
重	かさ.なる			重なる	
従	ジュウ			従事	
従	ジュウ			従順	
従	ジュウ			服従	
従	ショウ	Y		従容	
従	ジュ	Y		従○位	
従	したが.う			従う	
従	したが.える			従える	
渋	ジュウ			渋滞	
渋	ジュウ			苦渋	
渋	しぶ			渋	
渋	しぶ			渋紙	
渋	しぶ.い			渋い	
渋	しぶ.い			渋さ	
渋	しぶ.い			渋み	
渋	しぶ.る			渋る	
銃	ジュウ			銃砲	
銃	ジュウ			銃弾	
銃	ジュウ			小銃	
獣	ジュウ			獣類	
獣	ジュウ			猛獣	
獣	ジュウ			鳥獣	
獣	けもの			獣	
縦	ジュウ			縦横	
縦	ジュウ			縦断	
縦	ジュウ			操縦	
縦	たて			縦	
叔	シュク			伯叔	
祝	シュク			祝賀	
祝	シュク			祝日	
祝	シュク			慶祝	
祝	シュウ	Y		祝儀	
祝	シュウ	Y		祝言	
祝	いわ.う			祝う	
宿	シュク			宿泊	
宿	シュク			宿題	
宿	シュク			合宿	
宿	やど			宿	
宿	やど			宿屋	
宿	やど.る			宿る	
宿	やど.る			雨宿り	
宿	やど.す			宿す	
淑	シュク			淑女	
淑	シュク			貞淑	
淑	シュク			私淑	
粛	シュク			粛清	
粛	シュク			静粛	
粛	シュク			自粛	
縮	シュク			縮小	
縮	シュク			縮図	
縮	シュク			短縮	
縮	ちぢ.む			縮む	
縮	ちぢ.む			伸び縮み	
縮	ちぢ.まる			縮まる	
縮	ちぢ.める			縮める	
縮	ちぢ.れる			縮れる	
縮	ちぢ.れる			縮れ毛	
縮	ちぢ.らす			縮らす	
塾	ジュク			塾	
塾	ジュク			私塾	
熟	ジュク			熟練	
熟	ジュク			熟慮	
熟	ジュク			成熟	
熟	う.れる			熟れる	
出	シュツ			出入	
出	シュツ			出現	
出	シュツ			提出	
出	スイ	Y		出納	
出	で.る			出る	
出	で.る			出窓	
出	で.る			遠出	
出	だ.す			出す	
述	ジュツ			叙述	
述	ジュツ			陳述	
述	ジュツ			著述	
述	の.べる			述べる	
術	ジュツ			術策	
術	ジュツ			技術	
術	ジュツ			芸術	
俊	シュン			俊敏	
俊	シュン			俊秀	
俊	シュン			俊才	
春	シュン			春季	
春	シュン			立春	
春	シュン			青春	
春	はる			春	
春	はる			春めく	
瞬	シュン			瞬間	
瞬	シュン			瞬時	
瞬	シュン			一瞬	
瞬	またた.く			瞬く	
瞬	またた.く			瞬き	
旬	ジュン			旬刊	
旬	ジュン			上旬	
旬	シュン	Y		旬	
旬	シュン	Y		旬の野菜	
巡	ジュン			巡回	
巡	ジュン			巡業	
巡	ジュン			一巡	
巡	めぐ.る			巡る	
巡	めぐ.る			巡り歩く	
盾	ジュン			矛盾	
盾	たて			盾	
盾	たて			後ろ盾	
准	ジュン			准将	
准	ジュン			批准	
殉	ジュン			殉死	
殉	ジュン			殉職	
殉	ジュン			殉難	
純	ジュン			純真	
純	ジュン			純粋	
純	ジュン			不純	
循	ジュン			循環	
循	ジュン			因循	
順	ジュン			順序	
順	ジュン			順調	
順	ジュン			従順	
準	ジュン			準備	
準	ジュン			基準	
準	ジュン			標準	
潤	ジュン			潤色	
潤	ジュン			潤沢	
潤	ジュン			湿潤	
潤	うるお.う			潤う	
潤	うるお.う			潤い	
潤	うるお.す			潤す	
潤	うる.む			潤む	
遵	ジュン			遵守	
遵	ジュン			遵法	
処	ショ			処置	
処	ショ			処罰	
処	ショ			処女	
初	ショ			初期	
初	ショ			初心者	
初	ショ			最初	
初	はじ.め			初め	
初	はじ.めて			初めて	Adverb
初	はつ			初の受賞	
初	はつ			初雪	
初	はつ			初耳	
初	うい			初陣	
初	うい			初々しい	
初	そ.める			書き初め	
初	そ.める			出初め式	
所	ショ			所得	
所	ショ			住所	
所	ショ			近所	
所	ところ			所	
所	ところ			台所	
書	ショ			書画	
書	ショ			書籍	
書	ショ			読書	
書	か.く			書く	
庶	ショ			庶民	
庶	ショ			庶務	
暑	ショ			暑気	
暑	ショ			残暑	
暑	ショ			避暑	
暑	あつ.い			暑い	
暑	あつ.い			暑さ	
署	ショ			署名	
署	ショ			署長	
署	ショ			警察署	
緒	ショ			緒戦	
緒	ショ			由緒	
緒	ショ			端緒	
緒	チョ	Y		情緒	
緒	お			緒	
緒	お			鼻緒	
諸	ショ			諸君	
諸	ショ			諸国	
諸	ショ			諸般	
女	ジョ			女子	
女	ジョ			女流	
女	ジョ			少女	
女	ニョ			女人	
女	ニョ			天女	
女	ニョ			善男善女	
女	ニョウ	Y		女房	
女	おんな			女	
女	おんな			女心	
女	おんな			女らしい	
女	め			女神	
女	め			女々しい	
如	ジョ			欠如	
如	ジョ			突如	
如	ジョ			躍如	
如	ニョ			如実	
如	ニョ			如来	
如	ニョ			不如意	
助	ジョ			助力	
助	ジョ			助監督	
助	ジョ			救助	
助	たす.ける			助ける	
助	たす.ける			助け	
助	たす.かる			助かる	
助	たす.かる			大助かり	
助	すけ			助太刀	
序	ジョ			序幕	
序	ジョ			順序	
序	ジョ			秩序	
叙	ジョ			叙述	
叙	ジョ			叙景	
叙	ジョ			叙勲	
徐	ジョ			徐行	
徐	ジョ			徐々に	
除	ジョ			除外	
除	ジョ			除数	
除	ジョ			解除	
除	ジ	Y		掃除	
除	のぞ.く			除く	
小	ショウ			小心	
小	ショウ			大小	
小	ショウ			縮小	
小	ちい.さい			小さい	
小	ちい.さい			小さな	
小	こ			小型	
小	こ			小鳥	
小	こ			小切手	
小	お			小川	
小	お			小暗い	
升	ます			升	
升	ます			升目	
少	ショウ			少年	
少	ショウ			多少	
少	ショウ			減少	
少	すく.ない			少ない	
少	すこ.し			少し	
召	ショウ			召喚	
召	ショウ			国会の召集	
召	め.す			召す	
召	め.す			召し上がる	
匠	ショウ			師匠	
匠	ショウ			巨匠	
匠	ショウ			意匠	
床	ショウ			起床	
床	ショウ			病床	
床	ショウ			温床	
床	とこ			床	
床	とこ			床の間	
床	とこ			寝床	
床	ゆか			床	
床	ゆか			床下	
抄	ショウ			抄録	
抄	ショウ			抄本	
抄	ショウ			抄訳	
肖	ショウ			肖像	
肖	ショウ			不肖	
尚	ショウ			尚早	
尚	ショウ			高尚	
招	ショウ			招待	
招	ショウ			招致	
招	ショウ			招請	
招	まね.く			招く	
招	まね.く			招き	
承	ショウ			承知	
承	ショウ			承諾	
承	ショウ			継承	
承	うけたまわ.る			承る	
昇	ショウ			昇降	
昇	ショウ			昇進	
昇	ショウ			上昇	
昇	のぼ.る			昇る	
松	ショウ			松竹梅	
松	ショウ			白砂青松	
松	まつ			松	
松	まつ			松原	
松	まつ			門松	
沼	ショウ			沼沢	
沼	ショウ			湖沼	
沼	ぬま			沼	
沼	ぬま			沼地	
昭	ショウ			昭和	
宵	ショウ			徹宵	
宵	よい			宵	
将	ショウ			将来	
将	ショウ			将棋	
将	ショウ			大将	
消	ショウ			消滅	
消	ショウ			消極的	
消	ショウ			費消	
消	き.える			消える	
消	き.える			立ち消え	
消	け.す			消す	
消	け.す			消しゴム	
症	ショウ			症状	
症	ショウ			炎症	
症	ショウ			重症	
祥	ショウ			発祥	
祥	ショウ			吉祥	
祥	ショウ			不祥事	
称	ショウ			称賛	
称	ショウ			名称	
称	ショウ			称する	
笑	ショウ			笑覧	
笑	ショウ			微笑	
笑	ショウ			談笑	
笑	わら.う			笑う	
笑	わら.う			大笑い	
笑	え.む			ほくそ笑む	
笑	え.む			笑み	
唱	ショウ			唱歌	
唱	ショウ			合唱	
唱	ショウ			提唱	
唱	とな.える			唱える	
商	ショウ			商売	
商	ショウ			商業	
商	ショウ			貿易商	
商	あきな.う			商う	
商	あきな.う			商い	
渉	ショウ			渉外	
渉	ショウ			干渉	
渉	ショウ			交渉	
章	ショウ			憲章	
章	ショウ			勲章	
章	ショウ			文章	
紹	ショウ			紹介	
訟	ショウ			訴訟	
勝	ショウ			勝敗	
勝	ショウ			優勝	
勝	ショウ			名勝	
勝	か.つ			勝つ	
勝	か.つ			勝ち	
勝	か.つ			勝手	
勝	まさ.る			勝る	
勝	まさ.る			男勝り	
掌	ショウ			掌中	
掌	ショウ			職掌	
掌	ショウ			車掌	
晶	ショウ			結晶	
晶	ショウ			水晶	
焼	ショウ			焼却	
焼	ショウ			燃焼	
焼	ショウ			全焼	
焼	や.く			焼く	
焼	や.く			炭焼き	
焼	や.ける			焼ける	
焼	や.ける			夕焼け	
焦	ショウ			焦土	
焦	ショウ			焦慮	
焦	ショウ			焦心	
焦	こ.げる			焦げる	
焦	こ.げる			黒焦げ	
焦	こ.がす			焦がす	
焦	こ.がれる			焦がれる	
焦	あせ.る			焦る	
焦	あせ.る			焦り	
硝	ショウ			硝石	
硝	ショウ			硝酸	
粧	ショウ			化粧	
詔	ショウ			詔勅	
詔	ショウ			詔書	
詔	みことのり			詔	
証	ショウ			証拠	
証	ショウ			証明	
証	ショウ			免許証	
象	ショウ			象徴	
象	ショウ			対象	
象	ショウ			現象	
象	ゾウ			象眼	
象	ゾウ			巨象	
傷	ショウ			傷害	
傷	ショウ			負傷	
傷	ショウ			感傷	
傷	きず			傷	
傷	きず			古傷	
傷	きず			傷つく	
傷	いた.む			傷む	
傷	いた.める			傷める	
奨	ショウ			奨励	
奨	ショウ			奨学金	
奨	ショウ			推奨	
照	ショウ			照明	
照	ショウ			照会	
照	ショウ			対照的	
照	て.る			照る	
照	て.る			日照り	
照	て.らす			照らす	
照	て.れる			照れる	
詳	ショウ			詳細	
詳	ショウ			詳報	
詳	ショウ			未詳	
詳	くわ.しい			詳しい	
詳	くわ.しい			詳しさ	
彰	ショウ			表彰	
彰	ショウ			顕彰	
障	ショウ			障害	
障	ショウ			障子	
障	ショウ			故障	
障	さわ.る			障る	
障	さわ.る			差し障り	
憧	ショウ			憧憬	
憧	あこが.れる			憧れる	
憧	あこが.れる			憧れ	
衝	ショウ			衝突	
衝	ショウ			衝動	
衝	ショウ			折衝	
賞	ショウ			賞罰	
賞	ショウ			賞与	
賞	ショウ			懸賞	
償	ショウ			償金	
償	ショウ			弁償	
償	ショウ			代償	
償	つぐな.う			償う	
償	つぐな.う			償い	
礁	ショウ			岩礁	
礁	ショウ			暗礁	
礁	ショウ			さんご礁	
鐘	ショウ			半鐘	
鐘	ショウ			警鐘	
鐘	かね			鐘	
上	ジョウ			上旬	
上	ジョウ			上昇	
上	ジョウ			地上	
上	ショウ	Y		上人	
上	ショウ	Y		身上を潰す	
上	うえ			上	
上	うえ			身の上	
